id,text,label,words
521,"In 2009 , Comptel slipped to a net loss of EUR2 .1 m from a profit of EUR6 .6 m in the previous year .",0,"['in', 'comptel', 'slipped', 'to', 'a', 'net', 'loss', 'of', 'eur', 'm', 'from', 'a', 'profit', 'of', 'eur', 'm', 'in', 'the', 'previous', 'year']"
522,"In Q2 of 2009 , profit before taxes amounted to EUR 13.6 mn , down from EUR 26.8 mn in Q2 of 2008 .",0,"['in', 'q', 'of', 'profit', 'before', 'taxes', 'amounted', 'to', 'eur', 'mn', 'down', 'from', 'eur', 'mn', 'in', 'q', 'of']"
523,"ADPnews - Feb 5 , 2010 - Finnish real estate investor Sponda Oyj HEL : SDA1V said today that it slipped to a net loss of EUR 81.5 million USD 11.8 m in 2009 from a profit of EUR 29.3 million in 2008 .",0,"['adpnews', 'feb', 'finnish', 'real', 'estate', 'investor', 'sponda', 'oyj', 'hel', 'sda', 'v', 'said', 'today', 'that', 'it', 'slipped', 'to', 'a', 'net', 'loss', 'of', 'eur', 'million', 'usd', 'm', 'in', 'from', 'a', 'profit', 'of', 'eur', 'million', 'in']"
524,"ADPnews - Jul 17 , 2009 - Finland-based steel maker Rautaruukki Oyj Ruukki HEL : RTRKS said today it slipped to a net loss of EUR 184 million USD 259.7 m for the first half of 2009 from a net profit of EUR 2",0,"['adpnews', 'jul', 'finland', 'based', 'steel', 'maker', 'rautaruukki', 'oyj', 'ruukki', 'hel', 'rtrks', 'said', 'today', 'it', 'slipped', 'to', 'a', 'net', 'loss', 'of', 'eur', 'million', 'usd', 'm', 'for', 'the', 'first', 'half', 'of', 'from', 'a', 'net', 'profit', 'of', 'eur']"
525,"Profit before taxes amounted to EUR 56.5 mn , down from EUR 232.9 mn a year ago .",0,"['profit', 'before', 'taxes', 'amounted', 'to', 'eur', 'mn', 'down', 'from', 'eur', 'mn', 'a', 'year', 'ago']"
526,"Profit before taxes decreased by 9 % to EUR 187.8 mn in the first nine months of 2008 , compared to EUR 207.1 mn a year earlier .",0,"['profit', 'before', 'taxes', 'decreased', 'by', 'to', 'eur', 'mn', 'in', 'the', 'first', 'nine', 'months', 'of', 'compared', 'to', 'eur', 'mn', 'a', 'year', 'earlier']"
527,Profit before taxes decreased to EUR 31.6 mn from EUR 50.0 mn the year before .,0,"['profit', 'before', 'taxes', 'decreased', 'to', 'eur', 'mn', 'from', 'eur', 'mn', 'the', 'year', 'before']"
528,"Profit before taxes was EUR 4.0 mn , down from EUR 4.9 mn .",0,"['profit', 'before', 'taxes', 'was', 'eur', 'mn', 'down', 'from', 'eur', 'mn']"
529,"The company 's profit before taxes fell to EUR 21.1 mn in the third quarter of 2008 , compared to EUR 35.8 mn in the corresponding period in 2007 .",0,"['the', 'company', 's', 'profit', 'before', 'taxes', 'fell', 'to', 'eur', 'mn', 'in', 'the', 'third', 'quarter', 'of', 'compared', 'to', 'eur', 'mn', 'in', 'the', 'corresponding', 'period', 'in']"
530,"In August-October 2010 , the company 's result before taxes totalled EUR 9.6 mn , up from EUR 0.5 mn in the corresponding period in 2009 .",1,"['in', 'august', 'october', 'the', 'company', 's', 'result', 'before', 'taxes', 'totalled', 'eur', 'mn', 'up', 'from', 'eur', 'mn', 'in', 'the', 'corresponding', 'period', 'in']"
531,Finnish Bore that is owned by the Rettig family has grown recently through the acquisition of smaller shipping companies .,1,"['finnish', 'bore', 'that', 'is', 'owned', 'by', 'the', 'rettig', 'family', 'has', 'grown', 'recently', 'through', 'the', 'acquisition', 'of', 'smaller', 'shipping', 'companies']"
532,The plan is estimated to generate some EUR 5 million ( USD 6.5 m ) in cost savings on an annual basis .,1,"['the', 'plan', 'is', 'estimated', 'to', 'generate', 'some', 'eur', 'million', 'usd', 'm', 'in', 'cost', 'savings', 'on', 'an', 'annual', 'basis']"
533,"Finnish pharmaceuticals company Orion reports profit before taxes of EUR 70.0 mn in the third quarter of 2010 , up from EUR 54.9 mn in the corresponding period in 2009 .",1,"['finnish', 'pharmaceuticals', 'company', 'orion', 'reports', 'profit', 'before', 'taxes', 'of', 'eur', 'mn', 'in', 'the', 'third', 'quarter', 'of', 'up', 'from', 'eur', 'mn', 'in', 'the', 'corresponding', 'period', 'in']"
534,"Finnish Sampo Bank , of Danish Danske Bank group , reports profit before taxes of EUR 152.3 mn in 2010 , up from EUR 32.7 mn in 2009 .",1,"['finnish', 'sampo', 'bank', 'of', 'danish', 'danske', 'bank', 'group', 'reports', 'profit', 'before', 'taxes', 'of', 'eur', 'mn', 'in', 'up', 'from', 'eur', 'mn', 'in']"
535,"Profit after taxes for the period was up to EUR0 .9 m , from EUR0 .01 m last year .",1,"['profit', 'after', 'taxes', 'for', 'the', 'period', 'was', 'up', 'to', 'eur', 'm', 'from', 'eur', 'm', 'last', 'year']"
536,"Profit before taxes was EUR 5.4 mn , up from EUR 3.6 mn a year earlier .",1,"['profit', 'before', 'taxes', 'was', 'eur', 'mn', 'up', 'from', 'eur', 'mn', 'a', 'year', 'earlier']"
537,Also construction expenses have gone up in Russia .,0,"['also', 'construction', 'expenses', 'have', 'gone', 'up', 'in', 'russia']"
538,11 August 2010 - Finnish measuring equipment maker Vaisala Oyj HEL : VAIAS said today that its net loss widened to EUR4 .8 m in the first half of 2010 from EUR2 .3 m in the corresponding period a year earlier .,0,"['august', 'finnish', 'measuring', 'equipment', 'maker', 'vaisala', 'oyj', 'hel', 'vaias', 'said', 'today', 'that', 'its', 'net', 'loss', 'widened', 'to', 'eur', 'm', 'in', 'the', 'first', 'half', 'of', 'from', 'eur', 'm', 'in', 'the', 'corresponding', 'period', 'a', 'year', 'earlier']"
539,"Finnish power supply solutions and systems provider Efore Oyj said its net loss widened to 3.2 mln euro $ 4.2 mln for the first quarter of fiscal 2006-2007 ending October 31 , 2007 from 900,000 euro $ 1.2 mln for the same period of fiscal 2005-06 .",0,"['finnish', 'power', 'supply', 'solutions', 'and', 'systems', 'provider', 'efore', 'oyj', 'said', 'its', 'net', 'loss', 'widened', 'to', 'mln', 'euro', 'mln', 'for', 'the', 'first', 'quarter', 'of', 'fiscal', 'ending', 'october', 'from', 'euro', 'mln', 'for', 'the', 'same', 'period', 'of', 'fiscal']"
540,"ADP News - Apr 22 , 2009 - Finnish business information systems developer Solteq Oyj HEL : STQ1V said today its net loss widened to EUR 189,000 USD 245,000 for the first quarter of 2009 from EUR 10,000 for the same peri",0,"['adp', 'news', 'apr', 'finnish', 'business', 'information', 'systems', 'developer', 'solteq', 'oyj', 'hel', 'stq', 'v', 'said', 'today', 'its', 'net', 'loss', 'widened', 'to', 'eur', 'usd', 'for', 'the', 'first', 'quarter', 'of', 'from', 'eur', 'for', 'the', 'same', 'peri']"
541,Salonen added that data shows producers ' pulp inventories in North America are declining . ',0,"['salonen', 'added', 'that', 'data', 'shows', 'producers', 'pulp', 'inventories', 'in', 'north', 'america', 'are', 'declining']"
542,The Elcoteq group recently announced that the last three months of the previous year brought to it a major loss of more than half a billion kroons ( EUR 32 mln ) for the fifth quarter running .,0,"['the', 'elcoteq', 'group', 'recently', 'announced', 'that', 'the', 'last', 'three', 'months', 'of', 'the', 'previous', 'year', 'brought', 'to', 'it', 'a', 'major', 'loss', 'of', 'more', 'than', 'half', 'a', 'billion', 'kroons', 'eur', 'mln', 'for', 'the', 'fifth', 'quarter', 'running']"
543,"For the current year , Raute expects its net sales to increase and the operating result -- to be positive .",1,"['for', 'the', 'current', 'year', 'raute', 'expects', 'its', 'net', 'sales', 'to', 'increase', 'and', 'the', 'operating', 'result', 'to', 'be', 'positive']"
544,"Turnover surged to EUR61 .8 m from EUR47 .6 m due to increasing service demand , especially in the third quarter , and the overall growth of its business .",1,"['turnover', 'surged', 'to', 'eur', 'm', 'from', 'eur', 'm', 'due', 'to', 'increasing', 'service', 'demand', 'especially', 'in', 'the', 'third', 'quarter', 'and', 'the', 'overall', 'growth', 'of', 'its', 'business']"
545,"As a result , the company currently anticipates net sales to increase and the operating result to be positive .",1,"['as', 'a', 'result', 'the', 'company', 'currently', 'anticipates', 'net', 'sales', 'to', 'increase', 'and', 'the', 'operating', 'result', 'to', 'be', 'positive']"
546,"Asimilar agreement was signed between China Mobile Ltd. ( SEHK : 0941 and NYSE : CHL ) , the largest mobile carrier , and theGPS and social networking service provider , promoting GyPSii service before Beijing 2008 Olympic Games , according to thelatest news .",1,"['asimilar', 'agreement', 'was', 'signed', 'between', 'china', 'mobile', 'ltd', 'sehk', 'and', 'nyse', 'chl', 'the', 'largest', 'mobile', 'carrier', 'and', 'thegps', 'and', 'social', 'networking', 'service', 'provider', 'promoting', 'gypsii', 'service', 'before', 'beijing', 'olympic', 'games', 'according', 'to', 'thelatest', 'news']"
547,"`` UPM 's deliveries increased during the third quarter by 4 percent , and the efficiency of operations improved , '' Chief Executive Jussi Pesonen said .",1,"['upm', 's', 'deliveries', 'increased', 'during', 'the', 'third', 'quarter', 'by', 'percent', 'and', 'the', 'efficiency', 'of', 'operations', 'improved', 'chief', 'executive', 'jussi', 'pesonen', 'said']"
548,"Global sports equipment maker Amer Sports Corp. , whose brands include Atomic , Salomon and Wilson , saw a 64 percent increase in third-quarter net profit to EURO 47.4 million $ 65 million on strong sales and cost cuts .",1,"['global', 'sports', 'equipment', 'maker', 'amer', 'sports', 'corp', 'whose', 'brands', 'include', 'atomic', 'salomon', 'and', 'wilson', 'saw', 'a', 'percent', 'increase', 'in', 'third', 'quarter', 'net', 'profit', 'to', 'euro', 'million', 'million', 'on', 'strong', 'sales', 'and', 'cost', 'cuts']"
549,"Due to rapid expansion , the market share of Tallink in terms of passenger carriage through Tallinna Sadam Port of Tallinn totaled 55 percent in November against 45.7 percent in November 2005 .",1,"['due', 'to', 'rapid', 'expansion', 'the', 'market', 'share', 'of', 'tallink', 'in', 'terms', 'of', 'passenger', 'carriage', 'through', 'tallinna', 'sadam', 'port', 'of', 'tallinn', 'totaled', 'percent', 'in', 'november', 'against', 'percent', 'in', 'november']"
550,"Finnish industrial investor Panostaja Oyj OMX Helsinki : PNAAS OMX Helsinki : PNABS said on Friday 11 July that it has signed a deal to acquire the entire share capital of Kospa Oy , the manufacturer of waste disposal equipment .",1,"['finnish', 'industrial', 'investor', 'panostaja', 'oyj', 'omx', 'helsinki', 'pnaas', 'omx', 'helsinki', 'pnabs', 'said', 'on', 'friday', 'july', 'that', 'it', 'has', 'signed', 'a', 'deal', 'to', 'acquire', 'the', 'entire', 'share', 'capital', 'of', 'kospa', 'oy', 'the', 'manufacturer', 'of', 'waste', 'disposal', 'equipment']"
551,"Stora Enso R shares rose 1.20 pct to 11.84 eur , UPM-Kymmene was also dragged higher , rising 1.68 pct to 17.56 eur and M-Real B added 2.38 pct to 4.30 eur .",1,"['stora', 'enso', 'r', 'shares', 'rose', 'pct', 'to', 'eur', 'upm', 'kymmene', 'was', 'also', 'dragged', 'higher', 'rising', 'pct', 'to', 'eur', 'and', 'm', 'real', 'b', 'added', 'pct', 'to', 'eur']"
552,Cash Flow from Operations for the most recent quarter also reached a eight year low .,0,"['cash', 'flow', 'from', 'operations', 'for', 'the', 'most', 'recent', 'quarter', 'also', 'reached', 'a', 'eight', 'year', 'low']"
553,Both loans will be used to finance strategic investments such as shopping center redevelopment projects and refinancing of maturing debt .,1,"['both', 'loans', 'will', 'be', 'used', 'to', 'finance', 'strategic', 'investments', 'such', 'as', 'shopping', 'center', 'redevelopment', 'projects', 'and', 'refinancing', 'of', 'maturing', 'debt']"
554,"The stock price rose 70.0 ores or 0.9 % to close at SEK77 .65 , ending a two-day streak of losses .",1,"['the', 'stock', 'price', 'rose', 'ores', 'or', 'to', 'close', 'at', 'sek', 'ending', 'a', 'two', 'day', 'streak', 'of', 'losses']"
555,"Earnings per share ( EPS ) amounted to EUR0 .98 , up from the loss of EUR0 .02 .",1,"['earnings', 'per', 'share', 'eps', 'amounted', 'to', 'eur', 'up', 'from', 'the', 'loss', 'of', 'eur']"
556,"Earnings per share ( EPS ) were EUR0 .03 , up from the loss of EUR0 .083 .",1,"['earnings', 'per', 'share', 'eps', 'were', 'eur', 'up', 'from', 'the', 'loss', 'of', 'eur']"
557,"Operating profit totalled EUR 0.4 mn , up from an operating loss of EUR 0.8 mn year-on-year .",1,"['operating', 'profit', 'totalled', 'eur', 'mn', 'up', 'from', 'an', 'operating', 'loss', 'of', 'eur', 'mn', 'year', 'on', 'year']"
558,"Operating profit totalled EUR 7.0 mn , up from a loss of EUR 4.0 mn in the second quarter of 2009 .",1,"['operating', 'profit', 'totalled', 'eur', 'mn', 'up', 'from', 'a', 'loss', 'of', 'eur', 'mn', 'in', 'the', 'second', 'quarter', 'of']"
559,Operating result including non-recurring items rose to EUR 146mn from a loss of EUR 267mn in 2009 .,1,"['operating', 'result', 'including', 'non', 'recurring', 'items', 'rose', 'to', 'eur', 'mn', 'from', 'a', 'loss', 'of', 'eur', 'mn', 'in']"
560,"Tiimari , the Finnish retailer , reported to have geenrated quarterly revenues totalling EUR 1.3 mn in the 4th quarter 2009 , up from EUR 0.3 mn loss in 2008 .",1,"['tiimari', 'the', 'finnish', 'retailer', 'reported', 'to', 'have', 'geenrated', 'quarterly', 'revenues', 'totalling', 'eur', 'mn', 'in', 'the', 'th', 'quarter', 'up', 'from', 'eur', 'mn', 'loss', 'in']"
561,"Earnings per share EPS amounted to EUR0 .03 , up from the loss of EUR0 .08 .",1,"['earnings', 'per', 'share', 'eps', 'amounted', 'to', 'eur', 'up', 'from', 'the', 'loss', 'of', 'eur']"
562,"Operating profit totalled EUR 5.8 mn , up from a loss of EUR 1.7 mn in the fourth quarter of 2009 .",1,"['operating', 'profit', 'totalled', 'eur', 'mn', 'up', 'from', 'a', 'loss', 'of', 'eur', 'mn', 'in', 'the', 'fourth', 'quarter', 'of']"
563,"Operating profit was EUR 0.6 mn , up from a loss of EUR 19mn a year earlier .",1,"['operating', 'profit', 'was', 'eur', 'mn', 'up', 'from', 'a', 'loss', 'of', 'eur', 'mn', 'a', 'year', 'earlier']"
564,The investments and operational changes enable additional optimisation of the working hours and thereby further cost savings of some 7 % -9 % .,1,"['the', 'investments', 'and', 'operational', 'changes', 'enable', 'additional', 'optimisation', 'of', 'the', 'working', 'hours', 'and', 'thereby', 'further', 'cost', 'savings', 'of', 'some']"
565,"Okmetic 's products are based on high-tech expertise that generates added value for customers , innovative product development and an extremely efficient production process .",1,"['okmetic', 's', 'products', 'are', 'based', 'on', 'high', 'tech', 'expertise', 'that', 'generates', 'added', 'value', 'for', 'customers', 'innovative', 'product', 'development', 'and', 'an', 'extremely', 'efficient', 'production', 'process']"
566,"9 September 2010 - Finnish stationery and gift retailer Tiimari HEL : TII1V said today its net sales rose by 2 % year-on-year to EUR5 .7 m in August 2010 , driven by growth in Finland , while demand in the Baltics remained weak .",1,"['september', 'finnish', 'stationery', 'and', 'gift', 'retailer', 'tiimari', 'hel', 'tii', 'v', 'said', 'today', 'its', 'net', 'sales', 'rose', 'by', 'year', 'on', 'year', 'to', 'eur', 'm', 'in', 'august', 'driven', 'by', 'growth', 'in', 'finland', 'while', 'demand', 'in', 'the', 'baltics', 'remained', 'weak']"
567,"By 14:29 CET on Monday , shares in Bavarian Nordic had climbed 1.21 % to DKK250 on the stock exchange in Copenhagen after having lost 7.41 % in the past month .",1,"['by', 'cet', 'on', 'monday', 'shares', 'in', 'bavarian', 'nordic', 'had', 'climbed', 'to', 'dkk', 'on', 'the', 'stock', 'exchange', 'in', 'copenhagen', 'after', 'having', 'lost', 'in', 'the', 'past', 'month']"
568,"For example , net sales increased by 5.9 % from the first quarter , and EBITDA increased from a negative EUR 0.2 mn in the first quarter of 2009 .",1,"['for', 'example', 'net', 'sales', 'increased', 'by', 'from', 'the', 'first', 'quarter', 'and', 'ebitda', 'increased', 'from', 'a', 'negative', 'eur', 'mn', 'in', 'the', 'first', 'quarter', 'of']"
569,"Mobile phone sales rose 25 % to 5.87 billion euros , while enterprise solution sales dropped 39 % to 186 million euros .",1,"['mobile', 'phone', 'sales', 'rose', 'to', 'billion', 'euros', 'while', 'enterprise', 'solution', 'sales', 'dropped', 'to', 'million', 'euros']"
570,RISING costs have forced packaging producer Huhtamaki to axe 90 jobs at its Hampshire manufacturing plant .,0,"['rising', 'costs', 'have', 'forced', 'packaging', 'producer', 'huhtamaki', 'to', 'axe', 'jobs', 'at', 'its', 'hampshire', 'manufacturing', 'plant']"
571,"`` However , the rapidly increasing costs and the strengthening of the euro were challenging for the whole industry , and they impacted on our results . ''",0,"['however', 'the', 'rapidly', 'increasing', 'costs', 'and', 'the', 'strengthening', 'of', 'the', 'euro', 'were', 'challenging', 'for', 'the', 'whole', 'industry', 'and', 'they', 'impacted', 'on', 'our', 'results']"
572,"At this growth rate , paying off the national debt will be extremely painful .",0,"['at', 'this', 'growth', 'rate', 'paying', 'off', 'the', 'national', 'debt', 'will', 'be', 'extremely', 'painful']"
573,Operating loss increased to EUR 17mn from a loss of EUR 10.8 mn in 2005 .,0,"['operating', 'loss', 'increased', 'to', 'eur', 'mn', 'from', 'a', 'loss', 'of', 'eur', 'mn', 'in']"
574,"The payment of 2.779 million litas in interest on a long-term loan provided by Ragutis ' majority shareholder , Estonia 's A. Le Coq , also added to the losses .",0,"['the', 'payment', 'of', 'million', 'litas', 'in', 'interest', 'on', 'a', 'long', 'term', 'loan', 'provided', 'by', 'ragutis', 'majority', 'shareholder', 'estonia', 's', 'a', 'le', 'coq', 'also', 'added', 'to', 'the', 'losses']"
575,"At the moment , Valio is not worried , but if the ban continues for long , it may become quite a problem .",0,"['at', 'the', 'moment', 'valio', 'is', 'not', 'worried', 'but', 'if', 'the', 'ban', 'continues', 'for', 'long', 'it', 'may', 'become', 'quite', 'a', 'problem']"
576,Sponda will record a profit from the sale of 8.5 mln euro ($ 12.4 mln).,1,"['sponda', 'will', 'record', 'a', 'profit', 'from', 'the', 'sale', 'of', 'mln', 'euro', 'mln']"
577,"Cencorp estimates that its net sales in the last quarter will be as earlier stated , EUR4 .3 m to EUR5 .0 m , and operating profit (EBIT)is estimated to be positive .",1,"['cencorp', 'estimates', 'that', 'its', 'net', 'sales', 'in', 'the', 'last', 'quarter', 'will', 'be', 'as', 'earlier', 'stated', 'eur', 'm', 'to', 'eur', 'm', 'and', 'operating', 'profit', 'ebit', 'is', 'estimated', 'to', 'be', 'positive']"
578,`` Our customer has been satisfied with Basware Invoice Automation solution and extends the implementation to new geographies .,1,"['our', 'customer', 'has', 'been', 'satisfied', 'with', 'basware', 'invoice', 'automation', 'solution', 'and', 'extends', 'the', 'implementation', 'to', 'new', 'geographies']"
579,Repeats sees 2008 EBITA above 18 pct of sales .,1,"['repeats', 'sees', 'ebita', 'above', 'pct', 'of', 'sales']"
580,` By separating side businesses we will be able to faster expand and develop Tapro retail network .,1,"['by', 'separating', 'side', 'businesses', 'we', 'will', 'be', 'able', 'to', 'faster', 'expand', 'and', 'develop', 'tapro', 'retail', 'network']"
581,"` Our strategic cooperation with Rentakran brings us new customers and already-working relationships with the authorities of the new territories , ' said Jarmo Laasanen , a senior manager at Cramo .",1,"['our', 'strategic', 'cooperation', 'with', 'rentakran', 'brings', 'us', 'new', 'customers', 'and', 'already', 'working', 'relationships', 'with', 'the', 'authorities', 'of', 'the', 'new', 'territories', 'said', 'jarmo', 'laasanen', 'a', 'senior', 'manager', 'at', 'cramo']"
582,"`` After the share purchase is completed , financing will also be provided to expand Latvia 's broadband infrastructure and to develop new areas of business , including acquisitions of other companies . ''",1,"['after', 'the', 'share', 'purchase', 'is', 'completed', 'financing', 'will', 'also', 'be', 'provided', 'to', 'expand', 'latvia', 's', 'broadband', 'infrastructure', 'and', 'to', 'develop', 'new', 'areas', 'of', 'business', 'including', 'acquisitions', 'of', 'other', 'companies']"
583,"`` In terms of profitability and earnings 2007 was the best year in our history , '' Chief Executive Veli-Matti Mattila said .",1,"['in', 'terms', 'of', 'profitability', 'and', 'earnings', 'was', 'the', 'best', 'year', 'in', 'our', 'history', 'chief', 'executive', 'veli', 'matti', 'mattila', 'said']"
584,`` The Government has had a very professional approach in assessing the offer .,1,"['the', 'government', 'has', 'had', 'a', 'very', 'professional', 'approach', 'in', 'assessing', 'the', 'offer']"
585,"`` The margarine business has been put into good shape in the last two years , making it a natural addition to Bunge , which is looking to leverage its position in the Central and Northern European markets , '' Raisio CEO Matti Rihko said in a statement .",1,"['the', 'margarine', 'business', 'has', 'been', 'put', 'into', 'good', 'shape', 'in', 'the', 'last', 'two', 'years', 'making', 'it', 'a', 'natural', 'addition', 'to', 'bunge', 'which', 'is', 'looking', 'to', 'leverage', 'its', 'position', 'in', 'the', 'central', 'and', 'northern', 'european', 'markets', 'raisio', 'ceo', 'matti', 'rihko', 'said', 'in', 'a', 'statement']"
586,`` This is a win for all OEMs targeting to develop WiMAX products .,1,"['this', 'is', 'a', 'win', 'for', 'all', 'oems', 'targeting', 'to', 'develop', 'wimax', 'products']"
587,"A portion , $ 12.5 million , will be recorded as part of its winnings in a prior patent dispute with Finnish phone maker Nokia Oyj .",1,"['a', 'portion', 'million', 'will', 'be', 'recorded', 'as', 'part', 'of', 'its', 'winnings', 'in', 'a', 'prior', 'patent', 'dispute', 'with', 'finnish', 'phone', 'maker', 'nokia', 'oyj']"
588,"Finnish electronics manufacturing services company Elcoteq signing a cooperation agreement with a Japanese mobile phone manufacturer , bypasses Elcoteq Tallinn , says Jan Kotka , CEO of Elcoteq Tallinn .",1,"['finnish', 'electronics', 'manufacturing', 'services', 'company', 'elcoteq', 'signing', 'a', 'cooperation', 'agreement', 'with', 'a', 'japanese', 'mobile', 'phone', 'manufacturer', 'bypasses', 'elcoteq', 'tallinn', 'says', 'jan', 'kotka', 'ceo', 'of', 'elcoteq', 'tallinn']"
589,"According to A-Rehu 's Managing Director , Jouko Lahtinen , the project will stabilise costs and improve supply security .",1,"['according', 'to', 'a', 'rehu', 's', 'managing', 'director', 'jouko', 'lahtinen', 'the', 'project', 'will', 'stabilise', 'costs', 'and', 'improve', 'supply', 'security']"
590,"According to CEO Matti Karppinen , Frozen Foods posted a good result in 2010 , as it did in 2009 .",1,"['according', 'to', 'ceo', 'matti', 'karppinen', 'frozen', 'foods', 'posted', 'a', 'good', 'result', 'in', 'as', 'it', 'did', 'in']"
591,"According to Viking Line 's Managing Director , Nils-Erik Eklund , the company 's Board of Directors is very satisfied with Viking Line 's performance .",1,"['according', 'to', 'viking', 'line', 's', 'managing', 'director', 'nils', 'erik', 'eklund', 'the', 'company', 's', 'board', 'of', 'directors', 'is', 'very', 'satisfied', 'with', 'viking', 'line', 's', 'performance']"
592,Actions to improve operational efficiency and adjust operations are expected to deliver annualised permanent cost savings of around EUR 4.5 million and will be effected mostly during the first half of 2010 .,1,"['actions', 'to', 'improve', 'operational', 'efficiency', 'and', 'adjust', 'operations', 'are', 'expected', 'to', 'deliver', 'annualised', 'permanent', 'cost', 'savings', 'of', 'around', 'eur', 'million', 'and', 'will', 'be', 'effected', 'mostly', 'during', 'the', 'first', 'half', 'of']"
593,"At the same time , sales development in Russia was boosted by the opening of Stockmann Nevsky Centre in St Petersburg .",1,"['at', 'the', 'same', 'time', 'sales', 'development', 'in', 'russia', 'was', 'boosted', 'by', 'the', 'opening', 'of', 'stockmann', 'nevsky', 'centre', 'in', 'st', 'petersburg']"
594,"Benefon , a wireless and GPS technology company , will supply Karputer with its TWIG navigation platform , a GPS satellite navigation and voice guidance service .",1,"['benefon', 'a', 'wireless', 'and', 'gps', 'technology', 'company', 'will', 'supply', 'karputer', 'with', 'its', 'twig', 'navigation', 'platform', 'a', 'gps', 'satellite', 'navigation', 'and', 'voice', 'guidance', 'service']"
595,"Biohit and VWR have been in close cooperation for a number of years in the US , where Biohit is one of VWR 's focus suppliers .",1,"['biohit', 'and', 'vwr', 'have', 'been', 'in', 'close', 'cooperation', 'for', 'a', 'number', 'of', 'years', 'in', 'the', 'us', 'where', 'biohit', 'is', 'one', 'of', 'vwr', 's', 'focus', 'suppliers']"
596,Combining this deep domain expertise with our Application Service Management ASM and outsourcing service offerings has now proved to be a winning combination .,1,"['combining', 'this', 'deep', 'domain', 'expertise', 'with', 'our', 'application', 'service', 'management', 'asm', 'and', 'outsourcing', 'service', 'offerings', 'has', 'now', 'proved', 'to', 'be', 'a', 'winning', 'combination']"
597,Demand was brisk as expected and order levels have remained high .,1,"['demand', 'was', 'brisk', 'as', 'expected', 'and', 'order', 'levels', 'have', 'remained', 'high']"
598,"During the past decade it has gradually divested noncore assets and bought several sports equipment makers , including California-based Fitness Products International and Sparks , Nevada-based ATEC , a leading maker of baseball and softball pitching machines .",1,"['during', 'the', 'past', 'decade', 'it', 'has', 'gradually', 'divested', 'noncore', 'assets', 'and', 'bought', 'several', 'sports', 'equipment', 'makers', 'including', 'california', 'based', 'fitness', 'products', 'international', 'and', 'sparks', 'nevada', 'based', 'atec', 'a', 'leading', 'maker', 'of', 'baseball', 'and', 'softball', 'pitching', 'machines']"
599,Espoon kaupunki awarded contracts for personal care products .,1,"['espoon', 'kaupunki', 'awarded', 'contracts', 'for', 'personal', 'care', 'products']"
600,"Exports accounted for 65.4 % of net sales , representing an all time record for the company .",1,"['exports', 'accounted', 'for', 'of', 'net', 'sales', 'representing', 'an', 'all', 'time', 'record', 'for', 'the', 'company']"
601,Finland 's Poyry Energy has won a contract to advise builders of a new cogeneration power plant in Lithuania 's second-biggest city of Kaunas and to supervise the construction process .,1,"['finland', 's', 'poyry', 'energy', 'has', 'won', 'a', 'contract', 'to', 'advise', 'builders', 'of', 'a', 'new', 'cogeneration', 'power', 'plant', 'in', 'lithuania', 's', 'second', 'biggest', 'city', 'of', 'kaunas', 'and', 'to', 'supervise', 'the', 'construction', 'process']"
602,"Finnish construction company YIT Oyj said on November 13 , 2007 it won a 70 mln euro $ 102.8 mln contract to construct the new office building for local property company Tapiola Real Estate Oy .",1,"['finnish', 'construction', 'company', 'yit', 'oyj', 'said', 'on', 'november', 'it', 'won', 'a', 'mln', 'euro', 'mln', 'contract', 'to', 'construct', 'the', 'new', 'office', 'building', 'for', 'local', 'property', 'company', 'tapiola', 'real', 'estate', 'oy']"
603,"In 2006 , Kone received an order from Aker Yards to supply 43 customised elevators for the very first Genesis cruise ship which is scheduled to be completed in 2009 .",1,"['in', 'kone', 'received', 'an', 'order', 'from', 'aker', 'yards', 'to', 'supply', 'customised', 'elevators', 'for', 'the', 'very', 'first', 'genesis', 'cruise', 'ship', 'which', 'is', 'scheduled', 'to', 'be', 'completed', 'in']"
604,"In addition to fireplace exports , demand for lining stone has exceeded the level of the earlier part of the year and will continue to be clearly brisker for the remainder of the year .",1,"['in', 'addition', 'to', 'fireplace', 'exports', 'demand', 'for', 'lining', 'stone', 'has', 'exceeded', 'the', 'level', 'of', 'the', 'earlier', 'part', 'of', 'the', 'year', 'and', 'will', 'continue', 'to', 'be', 'clearly', 'brisker', 'for', 'the', 'remainder', 'of', 'the', 'year']"
605,Kalmar has been awarded a new 5-year contract to supply its Rough Terrain Container Handler RTCH .,1,"['kalmar', 'has', 'been', 'awarded', 'a', 'new', 'year', 'contract', 'to', 'supply', 'its', 'rough', 'terrain', 'container', 'handler', 'rtch']"
606,Major Order in India Comptel Corporation has received a significant long-term order for mediation and provisioning solutions being used by a leading operator in India .,1,"['major', 'order', 'in', 'india', 'comptel', 'corporation', 'has', 'received', 'a', 'significant', 'long', 'term', 'order', 'for', 'mediation', 'and', 'provisioning', 'solutions', 'being', 'used', 'by', 'a', 'leading', 'operator', 'in', 'india']"
607,Managing Director Kari Inkinen says that Sponda 's leasing operations developed highly favourably .,1,"['managing', 'director', 'kari', 'inkinen', 'says', 'that', 'sponda', 's', 'leasing', 'operations', 'developed', 'highly', 'favourably']"
608,Net cash flow from operations is expected to remain positive .,1,"['net', 'cash', 'flow', 'from', 'operations', 'is', 'expected', 'to', 'remain', 'positive']"
